Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Đau nửa đầu,Trào ngược axit,Khó tiêu,Đau đầu,Mờ mắt và nhìn biến dạng,Đói quá mức,Cứng cổ,Trầm cảm,Rối loạn thị giác,,,,,,,,,
Đau nửa đầu,Trào ngược axit,Khó tiêu,Đau đầu,Mờ mắt và nhìn biến dạng,Đói quá mức,Cứng cổ,Trầm cảm,Dễ cáu gắt,,,,,,,,,
Thoái hóa đốt sống cổ,Đau lưng,Yếu chi,Đau cổ,Chóng mặt,Mất thăng bằng,,,,,,,,,,,,
Thoái hóa đốt sống cổ,Đau lưng,Yếu chi,Đau cổ,Chóng mặt,Mất thăng bằng,,,,,,,,,,,,
Thoái hóa đốt sống cổ,Yếu chi,Đau cổ,Chóng mặt,Mất thăng bằng,,,,,,,,,,,,,
Thoái hóa đốt sống cổ,Đau lưng,Đau cổ,Chóng mặt,Mất thăng bằng,,,,,,,,,,,,,
Thoái hóa đốt sống cổ,Đau lưng,Yếu chi,Chóng mặt,Mất thăng bằng,,,,,,,,,,,,,
Thoái hóa đốt sống cổ,Đau lưng,Yếu chi,Đau cổ,Mất thăng bằng,,,,,,,,,,,,,
Thoái hóa đốt sống cổ,Đau lưng,Yếu chi,Đau cổ,Chóng mặt,,,,,,,,,,,,,
Thoái hóa đốt sống cổ,Đau lưng,Yếu chi,Đau cổ,Chóng mặt,Mất thăng bằng,,,,,,,,,,,,
Thoái hóa đốt sống cổ,Yếu chi,Đau cổ,Chóng mặt,Mất thăng bằng,,,,,,,,,,,,,
Thoái hóa đốt sống cổ,Đau lưng,Đau cổ,Chóng mặt,Mất thăng bằng,,,,,,,,,,,,,
Liệt (xuất huyết não),Nôn,Đau đầu,Yếu nửa người,Rối loạn ý thức,,,,,,,,,,,,,
Liệt (xuất huyết não),Nôn,Đau đầu,Yếu nửa người,Rối loạn ý thức,,,,,,,,,,,,,
Liệt (xuất huyết não),Đau đầu,Yếu nửa người,Rối loạn ý thức,,,,,,,,,,,,,,
Liệt (xuất huyết não),Nôn,Yếu nửa người,Rối loạn ý thức,,,,,,,,,,,,,,
Liệt (xuất huyết não),Nôn,Đau đầu,Rối loạn ý thức,,,,,,,,,,,,,,
Liệt (xuất huyết não),Nôn,Đau đầu,Yếu nửa người,,,,,,,,,,,,,,
Liệt (xuất huyết não),Nôn,Đau đầu,Yếu nửa người,Rối loạn ý thức,,,,,,,,,,,,,
Liệt (xuất huyết não),Đau đầu,Yếu nửa người,Rối loạn ý thức,,,,,,,,,,,,,,
Liệt (xuất huyết não),Nôn,Yếu nửa người,Rối loạn ý thức,,,,,,,,,,,,,,
Liệt (xuất huyết não),Nôn,Đau đầu,Rối loạn ý thức,,,,,,,,,,,,,,
Vàng da,Ngứa,Nôn,Mệt mỏi,Sút cân,Sốt cao,Vàng da,Nước tiểu sẫm màu,Đau bụng,,,,,,,,,
Vàng da,Ngứa,Nôn,Mệt mỏi,Sút cân,Sốt cao,Vàng da,Nước tiểu sẫm màu,Đau bụng,,,,,,,,,
Vàng da,Nôn,Mệt mỏi,Sút cân,Sốt cao,Vàng da,Nước tiểu sẫm màu,Đau bụng,,,,,,,,,,
Vàng da,Ngứa,Mệt mỏi,Sút cân,Sốt cao,Vàng da,Nước tiểu sẫm màu,Đau bụng,,,,,,,,,,
Vàng da,Ngứa,Nôn,Sút cân,Sốt cao,Vàng da,Nước tiểu sẫm màu,Đau bụng,,,,,,,,,,
Vàng da,Ngứa,Nôn,Mệt mỏi,Sốt cao,Vàng da,Nước tiểu sẫm màu,Đau bụng,,,,,,,,,,
Vàng da,Ngứa,Nôn,Mệt mỏi,Sút cân,Vàng da,Nước tiểu sẫm màu,Đau bụng,,,,,,,,,,
Vàng da,Ngứa,Nôn,Mệt mỏi,Sút cân,Sốt cao,Nước tiểu sẫm màu,Đau bụng,,,,,,,,,,
Vàng da,Ngứa,Nôn,Mệt mỏi,Sút cân,Sốt cao,Vàng da,Đau bụng,,,,,,,,,,
Vàng da,Ngứa,Nôn,Mệt mỏi,Sút cân,Sốt cao,Vàng da,Nước tiểu sẫm màu,,,,,,,,,,
Sốt rét,Ớn lạnh,Nôn,Sốt cao,Đổ mồ hôi,Đau đầu,Buồn nôn,Đau cơ,,,,,,,,,,
Sốt rét,Ớn lạnh,Nôn,Sốt cao,Đổ mồ hôi,Đau đầu,Buồn nôn,Tiêu chảy,Đau cơ,,,,,,,,,
Sốt rét,Ớn lạnh,Nôn,Sốt cao,Đổ mồ hôi,Đau đầu,Buồn nôn,Tiêu chảy,Đau cơ,,,,,,,,,
Sốt rét,Nôn,Sốt cao,Đổ mồ hôi,Đau đầu,Buồn nôn,Tiêu chảy,Đau cơ,,,,,,,,,,
Sốt rét,Ớn lạnh,Sốt cao,Đổ mồ hôi,Đau đầu,Buồn nôn,Tiêu chảy,Đau cơ,,,,,,,,,,
Sốt rét,Ớn lạnh,Nôn,Đổ mồ hôi,Đau đầu,Buồn nôn,Tiêu chảy,Đau cơ,,,,,,,,,,
Sốt rét,Ớn lạnh,Nôn,Sốt cao,Đau đầu,Buồn nôn,Tiêu chảy,Đau cơ,,,,,,,,,,
Sốt rét,Ớn lạnh,Nôn,Sốt cao,Đổ mồ hôi,Buồn nôn,Tiêu chảy,Đau cơ,,,,,,,,,,
Sốt rét,Ớn lạnh,Nôn,Sốt cao,Đổ mồ hôi,Đau đầu,Tiêu chảy,Đau cơ,,,,,,,,,,
Sốt rét,Ớn lạnh,Nôn,Sốt cao,Đổ mồ hôi,Đau đầu,Buồn nôn,Đau cơ,,,,,,,,,,
Thủy đậu,Ngứa,Phát ban da,Mệt mỏi,Uể oải,Sốt cao,Đau đầu,Chán ăn,Sốt nhẹ,Hạch bạch huyết sưng to,Khó chịu toàn thân,Nốt đỏ khắp người,,,,,,
Thủy đậu,Phát ban da,Mệt mỏi,Uể oải,Sốt cao,Đau đầu,Chán ăn,Sốt nhẹ,Hạch bạch huyết sưng to,Khó chịu toàn thân,Nốt đỏ khắp người,,,,,,,
Thủy đậu,Ngứa,Mệt mỏi,Uể oải,Sốt cao,Đau đầu,Chán ăn,Sốt nhẹ,Hạch bạch huyết sưng to,Khó chịu toàn thân,Nốt đỏ khắp người,,,,,,,
Thủy đậu,Ngứa,Phát ban da,Uể oải,Sốt cao,Đau đầu,Chán ăn,Sốt nhẹ,Hạch bạch huyết sưng to,Khó chịu toàn thân,Nốt đỏ khắp người,,,,,,,
Thủy đậu,Ngứa,Phát ban da,Mệt mỏi,Sốt cao,Đau đầu,Chán ăn,Sốt nhẹ,Hạch bạch huyết sưng to,Khó chịu toàn thân,Nốt đỏ khắp người,,,,,,,
Thủy đậu,Ngứa,Phát ban da,Mệt mỏi,Uể oải,Đau đầu,Chán ăn,Sốt nhẹ,Hạch bạch huyết sưng to,Khó chịu toàn thân,Nốt đỏ khắp người,,,,,,,
Thủy đậu,Ngứa,Phát ban da,Mệt mỏi,Uể oải,Sốt cao,Chán ăn,Sốt nhẹ,Hạch bạch huyết sưng to,Khó chịu toàn thân,Nốt đỏ khắp người,,,,,,,
Thủy đậu,Ngứa,Phát ban da,Mệt mỏi,Uể oải,Sốt cao,Đau đầu,Sốt nhẹ,Hạch bạch huyết sưng to,Khó chịu toàn thân,Nốt đỏ khắp người,,,,,,,
Thủy đậu,Ngứa,Phát ban da,Mệt mỏi,Uể oải,Sốt cao,Đau đầu,Chán ăn,Hạch bạch huyết sưng to,Khó chịu toàn thân,Nốt đỏ khắp người,,,,,,,
Thủy đậu,Ngứa,Phát ban da,Mệt mỏi,Uể oải,Sốt cao,Đau đầu,Chán ăn,Sốt nhẹ,Khó chịu toàn thân,Nốt đỏ khắp người,,,,,,,
Sốt xuất huyết,Phát ban da,Ớn lạnh,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Chán ăn,Đau sau hốc mắt,Đau lưng,Đau cơ,Nốt đỏ khắp người,,,,
Sốt xuất huyết,Phát ban da,Ớn lạnh,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Chán ăn,Đau sau hốc mắt,Đau lưng,Khó chịu toàn thân,Nốt đỏ khắp người,,,,
Sốt xuất huyết,Phát ban da,Ớn lạnh,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Chán ăn,Đau sau hốc mắt,Đau lưng,Khó chịu toàn thân,Đau cơ,,,,
Sốt xuất huyết,Phát ban da,Ớn lạnh,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Chán ăn,Đau sau hốc mắt,Đau lưng,Khó chịu toàn thân,Đau cơ,Nốt đỏ khắp người,,,
Sốt xuất huyết,Ớn lạnh,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Chán ăn,Đau sau hốc mắt,Đau lưng,Khó chịu toàn thân,Đau cơ,Nốt đỏ khắp người,,,,
Sốt xuất huyết,Phát ban da,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Chán ăn,Đau sau hốc mắt,Đau lưng,Khó chịu toàn thân,Đau cơ,Nốt đỏ khắp người,,,,
Sốt xuất huyết,Phát ban da,Ớn lạnh,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Chán ăn,Đau sau hốc mắt,Đau lưng,Khó chịu toàn thân,Đau cơ,Nốt đỏ khắp người,,,,
Sốt xuất huyết,Phát ban da,Ớn lạnh,Đau khớp,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Chán ăn,Đau sau hốc mắt,Đau lưng,Khó chịu toàn thân,Đau cơ,Nốt đỏ khắp người,,,,
Sốt xuất huyết,Phát ban da,Ớn lạnh,Đau khớp,Nôn,Sốt cao,Đau đầu,Buồn nôn,Chán ăn,Đau sau hốc mắt,Đau lưng,Khó chịu toàn thân,Đau cơ,Nốt đỏ khắp người,,,,
Sốt xuất huyết,Phát ban da,Ớn lạnh,Đau khớp,Nôn,Mệt mỏi,Đau đầu,Buồn nôn,Chán ăn,Đau sau hốc mắt,Đau lưng,Khó chịu toàn thân,Đau cơ,Nốt đỏ khắp người,,,,
Thương hàn,Ớn lạnh,Nôn,Mệt mỏi,Sốt cao,Buồn nôn,Táo bón,Đau bụng,Tiêu chảy,Vẻ mặt nhiễm độc (typhos),Đau bụng,,,,,,,
Thương hàn,Ớn lạnh,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Táo bón,Đau bụng,Tiêu chảy,Vẻ mặt nhiễm độc (typhos),Đau bụng,,,,,,,
Thương hàn,Ớn lạnh,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Đau bụng,Tiêu chảy,Vẻ mặt nhiễm độc (typhos),Đau bụng,,,,,,,
Thương hàn,Ớn lạnh,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Táo bón,Tiêu chảy,Vẻ mặt nhiễm độc (typhos),Đau bụng,,,,,,,
Thương hàn,Ớn lạnh,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Táo bón,Đau bụng,Vẻ mặt nhiễm độc (typhos),Đau bụng,,,,,,,
Thương hàn,Ớn lạnh,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Táo bón,Đau bụng,Tiêu chảy,Đau bụng,,,,,,,
Thương hàn,Ớn lạnh,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Táo bón,Đau bụng,Tiêu chảy,Vẻ mặt nhiễm độc (typhos),,,,,,,
Thương hàn,Ớn lạnh,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Táo bón,Đau bụng,Tiêu chảy,Vẻ mặt nhiễm độc (typhos),Đau bụng,,,,,,
Thương hàn,Ớn lạnh,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Táo bón,Đau bụng,Tiêu chảy,Vẻ mặt nhiễm độc (typhos),Đau bụng,,,,,,
Thương hàn,Ớn lạnh,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Táo bón,Đau bụng,Tiêu chảy,Vẻ mặt nhiễm độc (typhos),Đau bụng,,,,,,,
Viêm gan A,Đau khớp,Nôn,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,
Viêm gan A,Đau khớp,Nôn,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,
Viêm gan A,Nôn,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,,
Viêm gan A,Đau khớp,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,,
Viêm gan A,Đau khớp,Nôn,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,,
Viêm gan A,Đau khớp,Nôn,Vàng da,Buồn nôn,Chán ăn,Đau bụng,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,,
Viêm gan A,Đau khớp,Nôn,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,,
Viêm gan A,Đau khớp,Nôn,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Đau bụng,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,,
Viêm gan A,Đau khớp,Nôn,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,,
Viêm gan A,Đau khớp,Nôn,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,,
Viêm gan B,Ngứa,Mệt mỏi,Uể oải,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,
Viêm gan B,Ngứa,Mệt mỏi,Uể oải,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,
Viêm gan B,Mệt mỏi,Uể oải,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,,
Viêm gan B,Ngứa,Uể oải,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,,
Viêm gan B,Ngứa,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,,
Viêm gan B,Ngứa,Mệt mỏi,Uể oải,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,,
Viêm gan B,Ngứa,Mệt mỏi,Uể oải,Vàng da,Chán ăn,Đau bụng,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,,
Viêm gan B,Ngứa,Mệt mỏi,Uể oải,Vàng da,Nước tiểu sẫm màu,Đau bụng,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,,
Viêm gan B,Ngứa,Mệt mỏi,Uể oải,Vàng da,Nước tiểu sẫm màu,Chán ăn,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,,
Viêm gan B,Ngứa,Mệt mỏi,Uể oải,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,,
Viêm gan C,Mệt mỏi,Vàng da,Buồn nôn,Chán ăn,Tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,Mệt mỏi,Vàng da,Buồn nôn,Chán ăn,Vàng mắt,Tiền sử gia đình,,,,,,,,,,,
Viêm gan C,Vàng da,Buồn nôn,Chán ăn,Vàng mắt,Tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,Mệt mỏi,Buồn nôn,Chán ăn,Vàng mắt,Tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,Mệt mỏi,Vàng da,Chán ăn,Vàng mắt,Tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,Mệt mỏi,Vàng da,Buồn nôn,Vàng mắt,Tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,Mệt mỏi,Vàng da,Buồn nôn,Chán ăn,Tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,Mệt mỏi,Vàng da,Buồn nôn,Chán ăn,Vàng mắt,,,,,,,,,,,,
Viêm gan C,Mệt mỏi,Vàng da,Buồn nôn,Chán ăn,Vàng mắt,Tiền sử gia đình,,,,,,,,,,,
Viêm gan C,Mệt mỏi,Vàng da,Buồn nôn,Chán ăn,Vàng mắt,Tiền sử gia đình,,,,,,,,,,,
Viêm gan D,Đau khớp,Nôn,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,
Viêm gan D,Nôn,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,,
Viêm gan D,Đau khớp,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,,
Viêm gan D,Đau khớp,Nôn,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,,
Viêm gan D,Đau khớp,Nôn,Mệt mỏi,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,,
Viêm gan D,Đau khớp,Nôn,Mệt mỏi,Vàng da,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,,
Viêm gan D,Đau khớp,Nôn,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,,
Viêm gan D,Đau khớp,Nôn,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Đau bụng,Vàng mắt,,,,,,,,,
Viêm gan D,Đau khớp,Nôn,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Vàng mắt,,,,,,,,,
Viêm gan D,Đau khớp,Nôn,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,,,,,,,,,
Viêm gan E,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Hôn mê,Xuất huyết dạ dày,,,,,
Viêm gan E,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,
Viêm gan E,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,
Viêm gan E,Nôn,Mệt mỏi,Sốt cao,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,,
Viêm gan E,Đau khớp,Mệt mỏi,Sốt cao,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,,
Viêm gan E,Đau khớp,Nôn,Sốt cao,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,,
Viêm gan E,Đau khớp,Nôn,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,,
Viêm gan E,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,,
Viêm gan E,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Vàng da,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,,
Viêm gan E,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,,
Viêm gan do rượu,Nôn,Vàng da,Đau bụng,Chướng bụng,Đầy hơi,Tiền sử uống rượu,Quá tải dịch,,,,,,,,,,
Viêm gan do rượu,Nôn,Vàng da,Đau bụng,Chướng bụng,Đầy hơi,Tiền sử uống rượu,Quá tải dịch,,,,,,,,,,
Viêm gan do rượu,Vàng da,Đau bụng,Chướng bụng,Đầy hơi,Tiền sử uống rượu,Quá tải dịch,,,,,,,,,,,
Viêm gan do rượu,Nôn,Đau bụng,Chướng bụng,Đầy hơi,Tiền sử uống rượu,Quá tải dịch,,,,,,,,,,,
Viêm gan do rượu,Nôn,Vàng da,Chướng bụng,Đầy hơi,Tiền sử uống rượu,Quá tải dịch,,,,,,,,,,,
Viêm gan do rượu,Nôn,Vàng da,Đau bụng,Đầy hơi,Tiền sử uống rượu,Quá tải dịch,,,,,,,,,,,
Viêm gan do rượu,Nôn,Vàng da,Đau bụng,Chướng bụng,Tiền sử uống rượu,Quá tải dịch,,,,,,,,,,,
Viêm gan do rượu,Nôn,Vàng da,Đau bụng,Chướng bụng,Đầy hơi,Quá tải dịch,,,,,,,,,,,
Viêm gan do rượu,Nôn,Vàng da,Đau bụng,Chướng bụng,Đầy hơi,Tiền sử uống rượu,,,,,,,,,,,
Viêm gan do rượu,Nôn,Vàng da,Đau bụng,Chướng bụng,Đầy hơi,Tiền sử uống rượu,Quá tải dịch,,,,,,,,,,
Bệnh lao,Ớn lạnh,Nôn,Mệt mỏi,Sút cân,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,
Bệnh lao,Ớn lạnh,Nôn,Mệt mỏi,Sút cân,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,
Bệnh lao,Nôn,Mệt mỏi,Sút cân,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,,
Bệnh lao,Ớn lạnh,Mệt mỏi,Sút cân,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,,
Bệnh lao,Ớn lạnh,Nôn,Sút cân,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,,
Bệnh lao,Ớn lạnh,Nôn,Mệt mỏi,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,,
Bệnh lao,Ớn lạnh,Nôn,Mệt mỏi,Sút cân,Sốt cao,Khó thở,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,,
Bệnh lao,Ớn lạnh,Nôn,Mệt mỏi,Sút cân,Ho,Khó thở,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,,
Bệnh lao,Ớn lạnh,Nôn,Mệt mỏi,Sút cân,Ho,Sốt cao,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,,
Bệnh lao,Ớn lạnh,Nôn,Mệt mỏi,Sút cân,Ho,Sốt cao,Khó thở,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,,
Cảm lạnh thông thường,Hắt hơi liên tục,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Đau đầu,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Kích ứng cổ họng,Đỏ mắt,Nghẹt xoang,Sổ mũi,Nghẹt mũi,Đau ngực,Mất khứu giác,Đau cơ
Cảm lạnh thông thường,Hắt hơi liên tục,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Đau đầu,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Kích ứng cổ họng,Đỏ mắt,Nghẹt xoang,Sổ mũi,Nghẹt mũi,Đau ngực,Mất khứu giác,Đau cơ
Cảm lạnh thông thường,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Đau đầu,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Kích ứng cổ họng,Đỏ mắt,Nghẹt xoang,Sổ mũi,Nghẹt mũi,Đau ngực,Mất khứu giác,Đau cơ,
Cảm lạnh thông thường,Hắt hơi liên tục,Mệt mỏi,Ho,Sốt cao,Đau đầu,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Kích ứng cổ họng,Đỏ mắt,Nghẹt xoang,Sổ mũi,Nghẹt mũi,Đau ngực,Mất khứu giác,Đau cơ,
Cảm lạnh thông thường,Hắt hơi liên tục,Ớn lạnh,Ho,Sốt cao,Đau đầu,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Kích ứng cổ họng,Đỏ mắt,Nghẹt xoang,Sổ mũi,Nghẹt mũi,Đau ngực,Mất khứu giác,Đau cơ,
Cảm lạnh thông thường,Hắt hơi liên tục,Ớn lạnh,Mệt mỏi,Sốt cao,Đau đầu,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Kích ứng cổ họng,Đỏ mắt,Nghẹt xoang,Sổ mũi,Nghẹt mũi,Đau ngực,Mất khứu giác,Đau cơ,
